slug,recipe,country,category,role,label,filename,route_path,prompt
mukeke,Mukeke,Burundi,main,ingredients,Ingredient setup,mukeke-3.webp,/tools/afrokitchen/recipes/mukeke/,"Finished Mukeke, main from Burundi, key ingredients arranged naturally before cooking, bright kitchen light."
mukeke,Mukeke,Burundi,main,process,Cooking process,mukeke-4.webp,/tools/afrokitchen/recipes/mukeke/,"Finished Mukeke, main from Burundi, mid-cooking pot or pan moment that explains the method."
mukeke,Mukeke,Burundi,main,table,Table context,mukeke-5.webp,/tools/afrokitchen/recipes/mukeke/,"Finished Mukeke, main from Burundi, dish on table with realistic accompaniments and serving utensils."
ubugari,Ubugari,Burundi,side,hero,Finished dish hero,ubugari.webp,/tools/afrokitchen/recipes/ubugari/,"Finished Ubugari, side from Burundi, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ubugari,Ubugari,Burundi,side,serving,Serving detail,ubugari-2.webp,/tools/afrokitchen/recipes/ubugari/,"Finished Ubugari, side from Burundi, closer serving angle showing texture, garnish, side dish, and sauce."
ubugari,Ubugari,Burundi,side,ingredients,Ingredient setup,ubugari-3.webp,/tools/afrokitchen/recipes/ubugari/,"Finished Ubugari, side from Burundi, key ingredients arranged naturally before cooking, bright kitchen light."
ubugari,Ubugari,Burundi,side,process,Cooking process,ubugari-4.webp,/tools/afrokitchen/recipes/ubugari/,"Finished Ubugari, side from Burundi, mid-cooking pot or pan moment that explains the method."
ubugari,Ubugari,Burundi,side,table,Table context,ubugari-5.webp,/tools/afrokitchen/recipes/ubugari/,"Finished Ubugari, side from Burundi, dish on table with realistic accompaniments and serving utensils."
achu-soup-cm,Achu and Yellow Soup,Cameroon,main,hero,Finished dish hero,achu-soup-cm.webp,/tools/afrokitchen/recipes/achu-soup-cm/,"Finished Achu and Yellow Soup, main from Cameroon, plated finished dish in warm natural light, inspectable texture, no text, no logos."
achu-soup-cm,Achu and Yellow Soup,Cameroon,main,serving,Serving detail,achu-soup-cm-2.webp,/tools/afrokitchen/recipes/achu-soup-cm/,"Finished Achu and Yellow Soup, main from Cameroon, closer serving angle showing texture, garnish, side dish, and sauce."
achu-soup-cm,Achu and Yellow Soup,Cameroon,main,ingredients,Ingredient setup,achu-soup-cm-3.webp,/tools/afrokitchen/recipes/achu-soup-cm/,"Finished Achu and Yellow Soup, main from Cameroon, key ingredients arranged naturally before cooking, bright kitchen light."
achu-soup-cm,Achu and Yellow Soup,Cameroon,main,process,Cooking process,achu-soup-cm-4.webp,/tools/afrokitchen/recipes/achu-soup-cm/,"Finished Achu and Yellow Soup, main from Cameroon, mid-cooking pot or pan moment that explains the method."
achu-soup-cm,Achu and Yellow Soup,Cameroon,main,table,Table context,achu-soup-cm-5.webp,/tools/afrokitchen/recipes/achu-soup-cm/,"Finished Achu and Yellow Soup, main from Cameroon, dish on table with realistic accompaniments and serving utensils."
eru-cm,Eru,Cameroon,stew,hero,Finished dish hero,eru-cm.webp,/tools/afrokitchen/recipes/eru-cm/,"Finished Eru, stew from Cameroon, plated finished dish in warm natural light, inspectable texture, no text, no logos."
eru-cm,Eru,Cameroon,stew,serving,Serving detail,eru-cm-2.webp,/tools/afrokitchen/recipes/eru-cm/,"Finished Eru, stew from Cameroon, closer serving angle showing texture, garnish, side dish, and sauce."
eru-cm,Eru,Cameroon,stew,ingredients,Ingredient setup,eru-cm-3.webp,/tools/afrokitchen/recipes/eru-cm/,"Finished Eru, stew from Cameroon, key ingredients arranged naturally before cooking, bright kitchen light."
eru-cm,Eru,Cameroon,stew,process,Cooking process,eru-cm-4.webp,/tools/afrokitchen/recipes/eru-cm/,"Finished Eru, stew from Cameroon, mid-cooking pot or pan moment that explains the method."
eru-cm,Eru,Cameroon,stew,table,Table context,eru-cm-5.webp,/tools/afrokitchen/recipes/eru-cm/,"Finished Eru, stew from Cameroon, dish on table with realistic accompaniments and serving utensils."
kwacoco-bible-cm,Kwacoco Bible,Cameroon,main,hero,Finished dish hero,kwacoco-bible-cm.webp,/tools/afrokitchen/recipes/kwacoco-bible-cm/,"Finished Kwacoco Bible, main from Cameroon, plated finished dish in warm natural light, inspectable texture, no text, no logos."
kwacoco-bible-cm,Kwacoco Bible,Cameroon,main,serving,Serving detail,kwacoco-bible-cm-2.webp,/tools/afrokitchen/recipes/kwacoco-bible-cm/,"Finished Kwacoco Bible, main from Cameroon, closer serving angle showing texture, garnish, side dish, and sauce."
kwacoco-bible-cm,Kwacoco Bible,Cameroon,main,ingredients,Ingredient setup,kwacoco-bible-cm-3.webp,/tools/afrokitchen/recipes/kwacoco-bible-cm/,"Finished Kwacoco Bible, main from Cameroon, key ingredients arranged naturally before cooking, bright kitchen light."
kwacoco-bible-cm,Kwacoco Bible,Cameroon,main,process,Cooking process,kwacoco-bible-cm-4.webp,/tools/afrokitchen/recipes/kwacoco-bible-cm/,"Finished Kwacoco Bible, main from Cameroon, mid-cooking pot or pan moment that explains the method."
kwacoco-bible-cm,Kwacoco Bible,Cameroon,main,table,Table context,kwacoco-bible-cm-5.webp,/tools/afrokitchen/recipes/kwacoco-bible-cm/,"Finished Kwacoco Bible, main from Cameroon, dish on table with realistic accompaniments and serving utensils."
mbongo-tchobi-cm,Mbongo Tchobi,Cameroon,seafood,hero,Finished dish hero,mbongo-tchobi-cm.webp,/tools/afrokitchen/recipes/mbongo-tchobi-cm/,"Finished Mbongo Tchobi, seafood from Cameroon, plated finished dish in warm natural light, inspectable texture, no text, no logos."
mbongo-tchobi-cm,Mbongo Tchobi,Cameroon,seafood,serving,Serving detail,mbongo-tchobi-cm-2.webp,/tools/afrokitchen/recipes/mbongo-tchobi-cm/,"Finished Mbongo Tchobi, seafood from Cameroon, closer serving angle showing texture, garnish, side dish, and sauce."
mbongo-tchobi-cm,Mbongo Tchobi,Cameroon,seafood,ingredients,Ingredient setup,mbongo-tchobi-cm-3.webp,/tools/afrokitchen/recipes/mbongo-tchobi-cm/,"Finished Mbongo Tchobi, seafood from Cameroon, key ingredients arranged naturally before cooking, bright kitchen light."
mbongo-tchobi-cm,Mbongo Tchobi,Cameroon,seafood,process,Cooking process,mbongo-tchobi-cm-4.webp,/tools/afrokitchen/recipes/mbongo-tchobi-cm/,"Finished Mbongo Tchobi, seafood from Cameroon, mid-cooking pot or pan moment that explains the method."
mbongo-tchobi-cm,Mbongo Tchobi,Cameroon,seafood,table,Table context,mbongo-tchobi-cm-5.webp,/tools/afrokitchen/recipes/mbongo-tchobi-cm/,"Finished Mbongo Tchobi, seafood from Cameroon, dish on table with realistic accompaniments and serving utensils."
poulet-dg-cm,Poulet DG,Cameroon,main,hero,Finished dish hero,poulet-dg-cm.webp,/tools/afrokitchen/recipes/poulet-dg-cm/,"Finished Poulet DG, main from Cameroon, plated finished dish in warm natural light, inspectable texture, no text, no logos."
poulet-dg-cm,Poulet DG,Cameroon,main,serving,Serving detail,poulet-dg-cm-2.webp,/tools/afrokitchen/recipes/poulet-dg-cm/,"Finished Poulet DG, main from Cameroon, closer serving angle showing texture, garnish, side dish, and sauce."
poulet-dg-cm,Poulet DG,Cameroon,main,ingredients,Ingredient setup,poulet-dg-cm-3.webp,/tools/afrokitchen/recipes/poulet-dg-cm/,"Finished Poulet DG, main from Cameroon, key ingredients arranged naturally before cooking, bright kitchen light."
poulet-dg-cm,Poulet DG,Cameroon,main,process,Cooking process,poulet-dg-cm-4.webp,/tools/afrokitchen/recipes/poulet-dg-cm/,"Finished Poulet DG, main from Cameroon, mid-cooking pot or pan moment that explains the method."
poulet-dg-cm,Poulet DG,Cameroon,main,table,Table context,poulet-dg-cm-5.webp,/tools/afrokitchen/recipes/poulet-dg-cm/,"Finished Poulet DG, main from Cameroon, dish on table with realistic accompaniments and serving utensils."
buzio-caboverdiano-cv,Buzio Caboverdiano,Cape Verde,seafood,hero,Finished dish hero,buzio-caboverdiano-cv.webp,/tools/afrokitchen/recipes/buzio-caboverdiano-cv/,"Finished Buzio Caboverdiano, seafood from Cape Verde, plated finished dish in warm natural light, inspectable texture, no text, no logos."
buzio-caboverdiano-cv,Buzio Caboverdiano,Cape Verde,seafood,serving,Serving detail,buzio-caboverdiano-cv-2.webp,/tools/afrokitchen/recipes/buzio-caboverdiano-cv/,"Finished Buzio Caboverdiano, seafood from Cape Verde, closer serving angle showing texture, garnish, side dish, and sauce."
buzio-caboverdiano-cv,Buzio Caboverdiano,Cape Verde,seafood,ingredients,Ingredient setup,buzio-caboverdiano-cv-3.webp,/tools/afrokitchen/recipes/buzio-caboverdiano-cv/,"Finished Buzio Caboverdiano, seafood from Cape Verde, key ingredients arranged naturally before cooking, bright kitchen light."
buzio-caboverdiano-cv,Buzio Caboverdiano,Cape Verde,seafood,process,Cooking process,buzio-caboverdiano-cv-4.webp,/tools/afrokitchen/recipes/buzio-caboverdiano-cv/,"Finished Buzio Caboverdiano, seafood from Cape Verde, mid-cooking pot or pan moment that explains the method."
buzio-caboverdiano-cv,Buzio Caboverdiano,Cape Verde,seafood,table,Table context,buzio-caboverdiano-cv-5.webp,/tools/afrokitchen/recipes/buzio-caboverdiano-cv/,"Finished Buzio Caboverdiano, seafood from Cape Verde, dish on table with realistic accompaniments and serving utensils."
canja-cv,Canja de Galinha,Cape Verde,soup,hero,Finished dish hero,canja-cv.webp,/tools/afrokitchen/recipes/canja-cv/,"Finished Canja de Galinha, soup from Cape Verde, plated finished dish in warm natural light, inspectable texture, no text, no logos."
canja-cv,Canja de Galinha,Cape Verde,soup,serving,Serving detail,canja-cv-2.webp,/tools/afrokitchen/recipes/canja-cv/,"Finished Canja de Galinha, soup from Cape Verde, closer serving angle showing texture, garnish, side dish, and sauce."
canja-cv,Canja de Galinha,Cape Verde,soup,ingredients,Ingredient setup,canja-cv-3.webp,/tools/afrokitchen/recipes/canja-cv/,"Finished Canja de Galinha, soup from Cape Verde, key ingredients arranged naturally before cooking, bright kitchen light."
canja-cv,Canja de Galinha,Cape Verde,soup,process,Cooking process,canja-cv-4.webp,/tools/afrokitchen/recipes/canja-cv/,"Finished Canja de Galinha, soup from Cape Verde, mid-cooking pot or pan moment that explains the method."
canja-cv,Canja de Galinha,Cape Verde,soup,table,Table context,canja-cv-5.webp,/tools/afrokitchen/recipes/canja-cv/,"Finished Canja de Galinha, soup from Cape Verde, dish on table with realistic accompaniments and serving utensils."
jagacida-cv,Jagacida,Cape Verde,main,hero,Finished dish hero,jagacida-cv.webp,/tools/afrokitchen/recipes/jagacida-cv/,"Finished Jagacida, main from Cape Verde, plated finished dish in warm natural light, inspectable texture, no text, no logos."
jagacida-cv,Jagacida,Cape Verde,main,serving,Serving detail,jagacida-cv-2.webp,/tools/afrokitchen/recipes/jagacida-cv/,"Finished Jagacida, main from Cape Verde, closer serving angle showing texture, garnish, side dish, and sauce."
jagacida-cv,Jagacida,Cape Verde,main,ingredients,Ingredient setup,jagacida-cv-3.webp,/tools/afrokitchen/recipes/jagacida-cv/,"Finished Jagacida, main from Cape Verde, key ingredients arranged naturally before cooking, bright kitchen light."
jagacida-cv,Jagacida,Cape Verde,main,process,Cooking process,jagacida-cv-4.webp,/tools/afrokitchen/recipes/jagacida-cv/,"Finished Jagacida, main from Cape Verde, mid-cooking pot or pan moment that explains the method."
jagacida-cv,Jagacida,Cape Verde,main,table,Table context,jagacida-cv-5.webp,/tools/afrokitchen/recipes/jagacida-cv/,"Finished Jagacida, main from Cape Verde, dish on table with realistic accompaniments and serving utensils."
pastel-diablo-cv,Pastel com Diablo Dentro,Cape Verde,snack,hero,Finished dish hero,pastel-diablo-cv.webp,/tools/afrokitchen/recipes/pastel-diablo-cv/,"Finished Pastel com Diablo Dentro, snack from Cape Verde, plated finished dish in warm natural light, inspectable texture, no text, no logos."
pastel-diablo-cv,Pastel com Diablo Dentro,Cape Verde,snack,serving,Serving detail,pastel-diablo-cv-2.webp,/tools/afrokitchen/recipes/pastel-diablo-cv/,"Finished Pastel com Diablo Dentro, snack from Cape Verde, closer serving angle showing texture, garnish, side dish, and sauce."
pastel-diablo-cv,Pastel com Diablo Dentro,Cape Verde,snack,ingredients,Ingredient setup,pastel-diablo-cv-3.webp,/tools/afrokitchen/recipes/pastel-diablo-cv/,"Finished Pastel com Diablo Dentro, snack from Cape Verde, key ingredients arranged naturally before cooking, bright kitchen light."
pastel-diablo-cv,Pastel com Diablo Dentro,Cape Verde,snack,process,Cooking process,pastel-diablo-cv-4.webp,/tools/afrokitchen/recipes/pastel-diablo-cv/,"Finished Pastel com Diablo Dentro, snack from Cape Verde, mid-cooking pot or pan moment that explains the method."
pastel-diablo-cv,Pastel com Diablo Dentro,Cape Verde,snack,table,Table context,pastel-diablo-cv-5.webp,/tools/afrokitchen/recipes/pastel-diablo-cv/,"Finished Pastel com Diablo Dentro, snack from Cape Verde, dish on table with realistic accompaniments and serving utensils."
xerem-cv,Xerem,Cape Verde,main,hero,Finished dish hero,xerem-cv.webp,/tools/afrokitchen/recipes/xerem-cv/,"Finished Xerem, main from Cape Verde, plated finished dish in warm natural light, inspectable texture, no text, no logos."
xerem-cv,Xerem,Cape Verde,main,serving,Serving detail,xerem-cv-2.webp,/tools/afrokitchen/recipes/xerem-cv/,"Finished Xerem, main from Cape Verde, closer serving angle showing texture, garnish, side dish, and sauce."
xerem-cv,Xerem,Cape Verde,main,ingredients,Ingredient setup,xerem-cv-3.webp,/tools/afrokitchen/recipes/xerem-cv/,"Finished Xerem, main from Cape Verde, key ingredients arranged naturally before cooking, bright kitchen light."
xerem-cv,Xerem,Cape Verde,main,process,Cooking process,xerem-cv-4.webp,/tools/afrokitchen/recipes/xerem-cv/,"Finished Xerem, main from Cape Verde, mid-cooking pot or pan moment that explains the method."
xerem-cv,Xerem,Cape Verde,main,table,Table context,xerem-cv-5.webp,/tools/afrokitchen/recipes/xerem-cv/,"Finished Xerem, main from Cape Verde, dish on table with realistic accompaniments and serving utensils."
central-african-peanut-stew-cf,Central African Peanut Stew,Central African Republic,stew,hero,Finished dish hero,central-african-peanut-stew-cf.webp,/tools/afrokitchen/recipes/central-african-peanut-stew-cf/,"Finished Central African Peanut Stew, stew from Central African Republic, plated finished dish in warm natural light, inspectable texture, no text, no logos."
central-african-peanut-stew-cf,Central African Peanut Stew,Central African Republic,stew,serving,Serving detail,central-african-peanut-stew-cf-2.webp,/tools/afrokitchen/recipes/central-african-peanut-stew-cf/,"Finished Central African Peanut Stew, stew from Central African Republic, closer serving angle showing texture, garnish, side dish, and sauce."
central-african-peanut-stew-cf,Central African Peanut Stew,Central African Republic,stew,ingredients,Ingredient setup,central-african-peanut-stew-cf-3.webp,/tools/afrokitchen/recipes/central-african-peanut-stew-cf/,"Finished Central African Peanut Stew, stew from Central African Republic, key ingredients arranged naturally before cooking, bright kitchen light."
central-african-peanut-stew-cf,Central African Peanut Stew,Central African Republic,stew,process,Cooking process,central-african-peanut-stew-cf-4.webp,/tools/afrokitchen/recipes/central-african-peanut-stew-cf/,"Finished Central African Peanut Stew, stew from Central African Republic, mid-cooking pot or pan moment that explains the method."
central-african-peanut-stew-cf,Central African Peanut Stew,Central African Republic,stew,table,Table context,central-african-peanut-stew-cf-5.webp,/tools/afrokitchen/recipes/central-african-peanut-stew-cf/,"Finished Central African Peanut Stew, stew from Central African Republic, dish on table with realistic accompaniments and serving utensils."
ginger-juice-cf,Ginger Juice,Central African Republic,beverage,hero,Finished dish hero,ginger-juice-cf.webp,/tools/afrokitchen/recipes/ginger-juice-cf/,"Finished Ginger Juice, beverage from Central African Republic, plated finished dish in warm natural light, inspectable texture, no text, no logos."
ginger-juice-cf,Ginger Juice,Central African Republic,beverage,serving,Serving detail,ginger-juice-cf-2.webp,/tools/afrokitchen/recipes/ginger-juice-cf/,"Finished Ginger Juice, beverage from Central African Republic, closer serving angle showing texture, garnish, side dish, and sauce."
ginger-juice-cf,Ginger Juice,Central African Republic,beverage,ingredients,Ingredient setup,ginger-juice-cf-3.webp,/tools/afrokitchen/recipes/ginger-juice-cf/,"Finished Ginger Juice, beverage from Central African Republic, key ingredients arranged naturally before cooking, bright kitchen light."
